link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/putin-gnats-stalin_n_6235541ae4b019fd812e104a,"Putin Likens Opponents To 'Gnats,' Evoking Stalin's Dehumanizing Language",WORLD NEWS,Russian President Vladimir Putin used language that recalls the rhetoric from Josef Stalin’s show trials of the 1930s.,,3/19/2022
https://www.huffpost.com/entry/us-troops-norway-plane-crash_n_6235a07fe4b009ab92f8e32f,4 U.S. Troops Killed In Plane Crash During NATO Exercise,U.S. NEWS,The annual NATO drills in Norway are unrelated to the war in Ukraine.,,3/19/2022
https://www.huffpost.com/entry/ap-lt-peru-fujimori_n_623467cee4b046c938da76ff,Peru Court Orders Ex-President Fujimori Freed From Prison,WORLD NEWS,Peru's former President Alberto Fujimori is serving a 25-year sentence for murder and corruption charges.,"FRANKLIN BRICEÑO, AP",3/18/2022
https://www.huffpost.com/entry/china-weighs-exit-from-zero-covid-strategy_n_623445bde4b0c727d47c9543,China Weighs Exit From 'Zero COVID' And The Risks Involved,WORLD NEWS,"The change does not appear imminent as the government continues its policy of sticking with lockdowns, mass testing and quarantine for overseas arrivals.","Dake Kang and Huizhong Wu, AP",3/18/2022
https://www.huffpost.com/entry/russian-missiles-hit-near-lviv-airport_n_623432e1e4b0c727d47c6dd2,Russian Missiles Hit Near Lviv Airport As Strikes Continue,WORLD NEWS,World leaders have been calling for an investigation into Russia's repeat attacks on civilians in Ukraine.,"Cara Anna, AP",3/18/2022
https://www.huffpost.com/entry/assad-uae_n_6234e8b1e4b009ab92f889b0,"Syria's Assad Visits UAE, 1st Trip To Arab Country Since War",WORLD NEWS,"Assad's office said he met with Sheikh Mohamed bin Rashid Al Maktoum, vice president and prime minister of the UAE and the ruler of Dubai.",,3/18/2022
https://www.huffpost.com/entry/japan-earthquake-kills-4-people_n_6232df56e4b0d39357c2e928,"Strong Japan Earthquake Kills 4, Injures 107",WORLD NEWS,The 7.4-magnitude temblor knocked out power and cause extensive damage to peoples' properties breaking windows and smashing furniture.,"Mari Yamaguchi, AP",3/17/2022
https://www.huffpost.com/entry/fiery-texas-crash-kills-9_n_6232f467e4b046c938d7023b,"9 Dead, 2 Injured In Fiery Crash Involving University Of The Southwest Golf Teams",U.S. NEWS,Two Canadian students were also hospitalized in critical condition.,"Cedar Attanasio, Jill Bleed and Anita Snow, AP",3/17/2022
https://www.huffpost.com/entry/ashish-jha-replacing-jeff-zients-white-house-covid-coordinator_n_62332610e4b019fd8129a3ba,"Biden COVID Coordinators Leaving, To Be Replaced By Ashish Jha",POLITICS,"Jeff Zients and his deputy Natalie Quillian will leave the administration next month. Jha, the dean of the Brown University School of Public Health, will take over.",,3/17/2022
https://www.huffpost.com/entry/european-mars-mission-suspended_n_623369e2e4b0d39357c4bd5e,"European Mars Mission Suspended For This Year, Due To War In Ukraine",POLITICS,"The European Space Agency confirmed Thursday that it’s indefinitely suspending its ExoMars rover mission with partner Roscosmos, Russia’s state space corporation.","John Leicester, AP",3/17/2022
https://www.huffpost.com/entry/united-states-jobless-claims_n_623372f3e4b0d39357c4d674,Fewer Americans File For Jobless Claims Last Week,U.S. NEWS,"Jobless claims fell by 15,000 to 214,000 for the week ending March 12, down from the previous week's 229,000.","MATT OTT, AP",3/17/2022
https://www.huffpost.com/entry/irish-pm-covid-positive_n_6232cf93e4b0d39357c2c981,"Irish PM Tests Positive For COVID While Attending Event With Biden, Pelosi",POLITICS,Taoiseach Micheál Martin was at the Ireland Funds 30th National Gala at the National Building Museum in Washington when he learned of his diagnosis.,"ZEKE MILLER and COLLEEN LONG, AP",3/17/2022
https://www.huffpost.com/entry/guatemala-drops-abortion-law_n_62321534e4b09e92692c92bc,Guatemala Drops Law Imprisoning Women For Getting Abortions,WORLD NEWS,The law also sought to explicitly ban same-sex marriage and prohibit discussion of sexual diversity in schools.,,3/16/2022
https://www.huffpost.com/entry/russia-ukraine-war_n_62318e69e4b020d1596d6fd1,Ukraine President Volodymyr Zelenskyy To Appeal To U.S. Lawmakers For More Help Against Russia,WORLD NEWS,Ukraine’s president seeks help to “close the skies over Ukraine to Russian missiles and planes.”,"Andrea Rosa, AP",3/16/2022
https://www.huffpost.com/entry/haiti-health-workers-strike-over-spike-in-kidnappings_n_623193a5e4b0d1329e8cb9e1,Haiti's Health Professionals Go On Strike Over Kidnappings,WORLD NEWS,The strike has shut down public and private health institutions in Haiti's capital and beyond. Only emergency rooms are still accepting patients.,"Evens Sanon, AP",3/16/2022
https://www.huffpost.com/entry/russia-ukraine-war-bmw-volkswagon_n_62322f54e4b02d624b1a2b56,"BMW, VW Warn Of Shortages From Part Suppliers In Ukraine",WORLD NEWS,"BMW and Volkswagen have warned that Russia’s invasion of Ukraine is causing shortages of some vital components, forcing them to reduce vehicle production in Europe.","KELVIN CHAN, AP",3/16/2022
https://www.huffpost.com/entry/bomb-threatened-black-schools-eligible-for-federal-grants_n_6231fc91e4b0b628202ba87f,Bomb-Threatened Black Schools Eligible For Security Grants,U.S. NEWS,The funding will be provided under the Project School Emergency Response to Violence program to improve campus security and access to mental health resources.,"Darlene Superville, AP",3/16/2022
https://www.huffpost.com/entry/pandemic-preparedness-bill-moves-ahead_n_62318cf1e4b0d1329e8caf27,Pandemic Preparedness Bill Moves Ahead; Funding Still Needed,POLITICS,"If the PREVENT Pandemic Act is passed in Congress, lawmakers would still have to deliver billions of dollars for it to materialize.","Ricardo Alonso-Zaldivar, AP",3/16/2022
https://www.huffpost.com/entry/biden-travel-europe-nato-summit-russia-war_n_6230d744e4b0b628202966be,Biden To Travel To Europe For NATO Summit On Russia’s War On Ukraine,POLITICS,"The president will travel next week to Brussels, where NATO leaders will ""discuss ongoing deterrence and defense efforts in response to"" Russia's invasion.",Sanjana Karanth,3/15/2022
https://www.huffpost.com/entry/chicago-police-charges-adam-toledo-anthony-alvarez_n_6230dc46e4b020d1596c915a,"No Charges Against Chicago Police Officers In Deaths Of Adam Toledo, Anthony Alvarez",U.S. NEWS,Cook County State’s Attorney Kim Foxx said there was insufficient evidence to charge the officers.,"Sara Burnett, AP",3/15/2022
https://www.huffpost.com/entry/un-women-pay-highest-price-in-conflict_n_62304567e4b0b6282027aa6a,"UN Says Women Pay Highest Price In Conflict, Now In Ukraine",WORLD NEWS,The head of the U.N. women’s agency warned the war is damaging the lives and futures of Ukrainian women and girls.,"Edith M. Lederer, AP",3/15/2022
https://www.huffpost.com/entry/un-russia-ukraine-war-economic-effect-on-developing-countries_n_62303f2be4b0fe0944dac498,UN Chief: Ukraine War Hitting Poor Nations Reliant On Wheat,WORLD NEWS,"The United Nations chief said the poorest developing countries are seeing their breadbasket ""being bombed"" as a result of Russia's war on Ukraine.","Edith M. Lederer, AP",3/15/2022
https://www.huffpost.com/entry/uc-berkeley-admissions-new-law-newsom_n_6230dbf6e4b0e01d97b1d6cf,UC Berkeley Can Enroll Thousands More Students As Gov. Signs New Legislation,POLITICS,"The California university had been blocked from admitting around 3,000 students — or a third of its incoming freshman class — due to a local lawsuit.",Sarah Ruiz-Grossman,3/15/2022
https://www.huffpost.com/entry/astronaut-mark-vande-hei-iss_n_62305f72e4b0b6282027f633,U.S. Astronaut To Return On Russian Capsule Despite Heightened Tensions Over War,U.S. NEWS,"NASA insists Mark Vande Hei’s homecoming plans remain unchanged, even as Russia’s invasion of Ukraine has seen canceled launches and broken contracts.","MARCIA DUNN, AP",3/15/2022
https://www.huffpost.com/entry/wall-street-stock-market-oil_n_622f7956e4b0b6282026963f,Stocks Sway On Wall Street As Oil Slides To $100 Per Barrel,U.S. NEWS,Markets have careened in recent weeks amid uncertainty about whether the economy may be heading for a toxic combination of stagnating growth and persistently high inflation.,"STAN CHOE and DAMIAN J. TROISE, AP",3/14/2022
https://www.huffpost.com/entry/new-york-washington-gunman-homeless_n_622eb82ae4b06349371fb4ac,"Cops In NYC, DC, Suspect Same Gunman Shot 5 Homeless People",CRIME,Two of the victims — one in each city — have died.,Nick Visser,3/14/2022
https://www.huffpost.com/entry/sarah-bloom-raskin-manchin_n_622f68b1e4b0317d0a346804,Joe Manchin Opposes Sarah Bloom Raskin Nomination To Federal Reserve,POLITICS,"The conservative Democrat said Raskin ""failed to satisfactorily address my concerns,"" likely dooming her bid to serve on the Federal Reserve Board.",Igor Bobic,3/14/2022
https://www.huffpost.com/entry/idaho-abortion-ban-texas-copycat_n_622b71b8e4b0e01d97aa94b9,Idaho Becomes First State To Pass Copycat Texas Abortion Ban,POLITICS,"Republican Gov. Brad Little is expected to sign the measure into law, and it will likely go into effect next month.",Alanna Vagianos,3/14/2022
https://www.huffpost.com/entry/ukraine-russia-covid-19_n_622efbcae4b0317d0a32f8f6,Putin's War Could Worsen The Impact Of COVID-19 In Ukraine,WORLD NEWS,"Russia's invasion has destroyed health care facilities, curbing Ukrainians' access to services, including COVID-19 vaccinations, the World Health Organization said.",Marita Vlachou,3/14/2022
https://www.huffpost.com/entry/bc-us-breonna-taylor-anniversary_n_622f23d0e4b0fe0944d89a30,"Breonna Taylor’s Family, Supporters Sustain Push For Justice",U.S. NEWS,Breonna Taylor’s family has joined with demonstrators and other supporters to honor the two-year anniversary of the Black woman’s death in a botched police raid.,"Piper Hudspeth Blackburn, AP",3/14/2022
https://www.huffpost.com/entry/ammon-bundy-trespassing-arrest-severely-malnourished-baby-tyranny_n_622d328de4b0e01d97ac14f0,Idaho Gov. Candidate Ammon Bundy Busted Protesting Police Seizure Of Malnourished Baby,POLITICS,"Right-wing rancher and gubernatorial candidate Bundy, who seized public lands with supporters in 2016, called the baby's health treatment ""medical tyranny.""",Mary Papenfuss,3/13/2022
https://www.huffpost.com/entry/nfl-quarterback-tom-brady-not-retiring_n_622e7c9ae4b0d1329e86b2e7,Tom Brady Announces He's Not Retiring After All: 'My Place Is Still On The Field',SPORTS,"""That time will come. But it’s not now,"" the NFL legend wrote.",Josephine Harvey,3/13/2022
https://www.huffpost.com/entry/nyc-suspect-targeting-homeless-police-help_n_622db359e4b0e01d97ac45f8,"NYC Police Search For Suspect Who Shot 2 Sleeping Homeless Men, One Fatally",CRIME,"Surveillance video of the violence is ""chilling, to see a cold-blooded act of murder,"" Mayor Eric Adams said at a news conference.",Mary Papenfuss,3/13/2022
https://www.huffpost.com/entry/united-states-census-black-migration_n_622e70cfe4b0fe0944d7725d,"Census: Black Population Grows In Suburbs, Shrinks In Cities",U.S. NEWS,"For decades, Black residents have been leaving some of the nation's largest cities while suburbs have seen Black population growth.","SOPHIA TAREEN, AP",3/13/2022
https://www.huffpost.com/entry/united-states-gas-prices-inflation_n_622e41c1e4b0fe0944d75c80,Average U.S. Gas Price Rises 22% In Two Weeks To Record $4.43,U.S. NEWS,The price at the pump is $1.54 higher than it was a year ago.,,3/13/2022
https://www.huffpost.com/entry/russian-airstrike-hits-base-western-ukraine_n_622dd1e3e4b0fe0944d714e7,"Russian Airstrike Hits Base In Western Ukraine, Kills 35",WORLD NEWS,The attacked training base near Yavoriv is less than 15 miles from the Polish border and appears to be the westernmost target struck during Russia’s 18-day invasion.,"Yuras Karmanau, AP",3/13/2022
https://www.huffpost.com/entry/wisconsin-gop-redistricting-supreme-court_n_622bbfd6e4b0fe0944d5eee1,Wisconsin Republicans Want Supreme Court To Block Map That Adds A Black-Majority District,POLITICS,"One voting rights expert called the state redistricting challenge from GOP legislators ""an aggressive move … weaved in with a bunch of cynicism.""",Paul Blumenthal,12/3/2022
https://www.huffpost.com/entry/stephen-colbert-covid-comments_n_622c5024e4b02961583bab96,Stephen Colbert Sends A Mocking Message To His Past Self,ENTERTAINMENT,"“Way to go, past Stephen,” the ""Late Show” comedian joked about a monologue from last year.",Lee Moran,12/3/2022
https://www.huffpost.com/entry/russia-un-us-ukraine-biological-weapons-accusations_n_622c0f9ae4b0d1329e855657,"Russia Accuses Ukraine, U.S. Of Biological Weapon Operations In Heated U.N. Face-Off",WORLD NEWS,"“No chemical or any other weapons of mass destruction were developed on my land,” the Ukrainian president said on Facebook. “The whole world knows that.”",Mary Papenfuss,12/3/2022
https://www.huffpost.com/entry/car-crash-restaurant-cafe_n_622c86b7e4b0e01d97abb48f,2 Women Dead After Car Crashes Into D.C. Restaurant's Outdoor Patio,U.S. NEWS,Six others were injured in the accident at Greek restaurant Parthenon.,"CAROLE FELDMAN, AP",12/3/2022
https://www.huffpost.com/entry/ukraine-cancer-hospital_n_622c45c9e4b02961583ba370,"Cancer Hospital Struck By Russian Shelling, Says Ukraine",WORLD NEWS,Several hundred patients were reportedly inside the Mykolaiv hospital during the attack.,,12/3/2022
https://www.huffpost.com/entry/russia-ukraine-war_n_622af842e4b06349371bbe75,"Russian Forces Target Airports In Western Ukraine, Far From Main Offensive",WORLD NEWS,The latest bombings possibly indicate a new direction in the war.,"Evgeniy Maloletka, AP",11/3/2022
https://www.huffpost.com/entry/immigration-detention-app-deportation_n_622b676de4b0fe0944d52c78,Deportation Agents Are Using An App To Monitor Immigrants,POLITICS,Advocates say use of the app is unfair considering many of the immigrants it tracks have already paid bond to get out of U.S. detention facilities.,"Amy Taxin and Amancai Biraben, AP",11/3/2022
https://www.huffpost.com/entry/alec-baldwin-rust-shooting-filing_n_622b78bbe4b0e01d97aaa592,Alec Baldwin Denies Responsibility For Fatal 'Rust' Shooting In New Court Filing,U.S. NEWS,Baldwin fatally shot cinematographer Halyna Hutchins when the prop gun he was using turned out to have live rounds in it.,Sebastian Murdock,11/3/2022
https://www.huffpost.com/entry/meta-facebook-hate-speech-russia-putin_n_622b2436e4b0317d0a2f1f11,"Meta Grants Exemption To Hate Speech Rules, Allowing Calls For Violence Against Putin",MEDIA,The rules change applies to Facebook and Instagram users in 12 countries following Russia's invasion of Ukraine.,Marita Vlachou,11/3/2022
https://www.huffpost.com/entry/harris-romania-trip-ukraine-refugee-crisis_n_622b158ee4b0fe0944d3f9a9,VP Harris Heads To Romania As Ukraine Refugee Crisis Grows,WORLD NEWS,Vice President Kamala Harris and Romania’s president will meet Friday to discuss growing concerns about the influx of displaced people fleeing Ukraine due to Russia's invasion.,"Aamer Madhani, AP",11/3/2022
https://www.huffpost.com/entry/senate-passes-huge-spending-bill_n_622b1033e4b0d1329e8325b1,"Senate Gives Final Approval To Ukraine Aid, Huge Budget Bill",POLITICS,The Senate has given final congressional approval to a $13.6 billion emergency package of military and humanitarian aid for besieged Ukraine and its European allies.,"Alan Fram, AP",11/3/2022
https://www.huffpost.com/entry/bc-us-consumer-prices_n_6229ff51e4b0d1329e814d96,U.S. Inflation Sets A Fresh 40-Year High Over Past Year,U.S. NEWS,"Propelled by surging costs for gas, food and housing, consumer inflation jumped 7.9% over the past year, the sharpest spike since 1982 and likely only a harbinger of even higher prices to come.","CHRISTOPHER RUGABER, AP",10/3/2022
https://www.huffpost.com/entry/south-korea-presidential-election-result_n_6229b333e4b0fe0944d13dac,S. Korea's President-elect Wants Tougher Stance On N. Korea,WORLD NEWS,"South Korea’s president-elect Yoon Suk Yeol says he would solidify an alliance with the United States, build up a powerful military and sternly cope with North Korean provocations.","Hyung-Jin Kim and Kim Tong-Hyung, AP",10/3/2022
https://www.huffpost.com/entry/biden-california-car-emissions_n_62297834e4b063493718f6fd,"California Can Set Tough Vehicle Emissions Rules Again, Biden Administration Says",POLITICS,The move reverses a Trump era effort to eviscerate the nation's environmental laws.,Nick Visser,10/3/2022
https://www.huffpost.com/entry/house-approves-ban-on-russian-oil_n_6229bb41e4b0d1329e8087ba,"House Approves Ban On Russian Oil To U.S., Bolstering Biden",POLITICS,The House overwhelmingly approved legislation Wednesday that would ban Russian energy imports to the United States.,"Lisa Mascaro, AP",10/3/2022
https://www.huffpost.com/entry/covid-19-outbreak-china-hong-kong_n_6229b7bae4b06349371945fc,China Fights New COVID-19 Spike With More Selective Approach,WORLD NEWS,China is tackling a COVID-19 spike with selective lockdowns and other measures that appear to slightly ease its draconian “zero tolerance” strategy.,,10/3/2022
https://www.huffpost.com/entry/who-covid-19-pandemic-report_n_6228912fe4b07e948aed68f9,"COVID-19 Cases, Deaths Continue To Drop Globally, WHO Says",WORLD NEWS,"The World Health Organization said new infections declined by 5 percent in the last week, continuing the downward trend in COVID-19 infections globally.",,9/3/2022
https://www.huffpost.com/entry/texas-mail-ballots-rejection_n_6229364ce4b0fe0944d0b87e,"Texas Flagged 27,000 Mail Ballots For Rejection In Primary",POLITICS,"An analysis by Associated Press found the flagged ballots, putting the rate of rejected mail ballots in Texas on track to significantly surpass previous elections.","PAUL J. WEBER and ACACIA CORONADO, AP",9/3/2022
https://www.huffpost.com/entry/more-starbucks-stores-vote-to-unionize-victory-labor-campaign_n_622925e8e4b0fe0944d0a44d,3 More Starbucks Stores Vote To Unionize In Another Victory For Labor Campaign,BUSINESS,That makes six union Starbucks stores with more than a hundred others seeking elections.,Dave Jamieson,9/3/2022
https://www.huffpost.com/entry/bc-us-russia-ukraine-war-congress-spending_n_622863d3e4b004e4e387e3db,Top Lawmakers Reach Deal On Ukraine Aid As Part Of $1.5 Trillion Spending,U.S. NEWS,Congressional leaders reached a bipartisan deal to provide $13.6 billion to help Ukraine fend off its invasion by Russia and assist European allies coping with refugees.,"Alan Fram, AP",9/3/2022
https://www.huffpost.com/entry/russia-ukraine-war-at-2-weeks_n_62286024e4b004a43c11c5c6,"2 Weeks Into War On Ukraine, Russia Bears Down On Key Cities",WORLD NEWS,"But the invading force of more than 150,000 troops retains large and possibly decisive advantages in firepower.","Robert Burns and Lolita C. Baldor, AP",9/3/2022
https://www.huffpost.com/entry/bc-us-congress-postal-service_n_6227f58de4b004a43c112ff2,"Congress Passes Bill To Shore Up Postal Service, Delivery",U.S. NEWS,The long-fought postal overhaul has been years in the making and comes amid widespread complaints about mail service slowdowns.,"LISA MASCARO, AP",9/3/2022
https://www.huffpost.com/entry/after-a-year-away-oscar-nominees-celebrate-together_n_62276ac6e4b004a43c10213e,"After A Year Away, Oscar Nominees Celebrate Together",ENTERTAINMENT,"Attendees, including Will Smith and Bradley Cooper, gathered for the annual Oscar Nominees Luncheon after a year away due to the pandemic.","Lindsey Bahr, AP",8/3/2022
https://www.huffpost.com/entry/ketanji-brown-jackson-supreme-court_n_62273de3e4b0a7d5b8bb2781,Top Law Enforcement Officials Back Judge Ketanji Brown Jackson's Supreme Court Nomination,POLITICS,Jackson has also been praised by defense attorney groups.,"Colleen Long, AP",8/3/2022
https://www.huffpost.com/entry/biden-ban-russia-oil-imports-ukraine_n_62275cf1e4b07e948aeac269,Biden Reportedly Set To Ban Russian Oil Imports Over Ukraine War,POLITICS,The move follows pleas by Ukrainian President Volodmyr Zelenskyy to U.S. and Western officials to cut off the imports.,"Zeke Miller, Mike Balsamo and Josh Boak, AP",8/3/2022
https://www.huffpost.com/entry/ukraine-refugees-2-million_n_62272e50e4b0a7d5b8baee9b,Ukraine Refugee Count Reaches A Staggering 2 Million In Escape From Russian Invasion,WORLD NEWS,It is the fastest exodus in Europe since World War II.,,8/3/2022
https://www.huffpost.com/entry/ap-eu-russia-ukraine-war-energy_n_62273f7ee4b0dd8abd58b836,"Shell Says It Will Stop Buying Russian Oil, Natural Gas",BUSINESS,The decision comes as surging oil prices have been rattling global markets and after Ukraine’s foreign minister criticized Shell for continuing to buy Russian oil.,"DANICA KIRKA, AP",8/3/2022
https://www.huffpost.com/entry/minneapolis-teachers-strike_n_622763bbe4b0dd8abd5928fb,Minneapolis Teachers Strike After Failing To Reach Contract,U.S. NEWS,Teachers in the neighboring St. Paul School District announced a tentative agreement late Monday night to avert a strike that had also been scheduled to start Tuesday.,"Steve Karnowski, AP",8/3/2022
https://www.huffpost.com/entry/independent-spirit-awards_n_6225c0b6e4b04a0545d8f8ca,"‘Lost Daughter,’ 'Drive My Car' Win Top Prizes At Independent Spirit Awards",ENTERTAINMENT,The show’s hosts and honorary chair also spoke about the war in Ukraine.,"Lindsey Bahr, AP",7/3/2022
https://www.huffpost.com/entry/iowa-tornado-four-family-members_n_6226669be4b012a2628f1bb2,4 Of 7 Killed In Iowa Tornadoes From Same Family: Sheriff,U.S. NEWS,"Two children, their father and their grandmother all died Saturday when a tornado hit the grandparents’ home near rural Winterset that didn’t have a basement.","Josh Funk, AP",7/3/2022
https://www.huffpost.com/entry/atlanta-falcons-calvin-ridley-suspended-nfl_n_62267d4de4b047f85a3ed9dc,Atlanta Falcons Player Suspended For 2022 Season After Betting On NFL Games,SPORTS,"The NFL said Calvin Ridley's betting took place during five days in November 2021, when the wide receiver was away addressing mental health concerns.","Charles Odum, AP",7/3/2022
https://www.huffpost.com/entry/andrew-cuomo-sexual-harassment_n_62254cfde4b012a2628c74ef,"Former NY Gov. Andrew Cuomo Rips 'Cancel Culture,' Hints At Political Comeback",U.S. NEWS,Cuomo resigned after an independent probe found he sexually harassed nearly a dozen women and that he and aides worked to retaliate against an accuser.,"DAVID PORTER, AP",7/3/2022
https://www.huffpost.com/entry/nyc-sheds-vaccination-mandate-school-masks-precautions_n_62264083e4b0bd1df76fd729,"NYC Sheds Vaccination Mandate, School Masks Precautions",U.S. NEWS,"""We did our job as New Yorkers and now we’re winning,"" the mayor said on TV station NY1.",,7/3/2022
https://www.huffpost.com/entry/netflix-service-russia-ukraine_n_622548c3e4b012a2628c710a,Netflix Suspends Service In Russia Over Ukraine Invasion,ENTERTAINMENT,The move comes just after the company said it would immediately “pause” its Russian television and film productions.,Nick Visser,7/3/2022
https://www.huffpost.com/entry/oscar-isaac-moon-knight-avenger-home-movie-snl_n_62244368e4b0bd1df76cc48d,'Dune' Star Oscar Isaac Connects With His Inner Avenger In Boyhood Home Movie On 'SNL',COMEDY,"""This was ‘The Avenger,’ which is a movie that I wrote, directed and starred in when I was 10 years old,” the ""Moon Knight"" star explained in his monologue.",Mary Papenfuss,6/3/2022
https://www.huffpost.com/entry/i-stand-with-putin-twitter-accounts-suspended_n_6223deaee4b042f866eed00b,Twitter Reportedly Bans 100 'I Stand With Putin' Accounts For 'Inauthentic Behavior',POLITICS,A professor in Qatar was the first to spot the propaganda accounts praising Putin and Russia's invasion of Ukraine.,Mary Papenfuss,6/3/2022
https://www.huffpost.com/entry/tik-tok-ban-russia-ukraine_n_62251432e4b042f866ef83c5,TikTok Bans New Videos Made In Russia Over Putin's Anti-'Fake News' Law,U.S. NEWS,The app responded to Russian President Vladimir Putin enacting a law that bans anything he deems to be misinformation about the country's invasion of Ukraine.,Andre Ellington,6/3/2022
https://www.huffpost.com/entry/the-batman-gives-movie-theaters-a-new-hope-with-big-launch_n_6224f08be4b042f866ef757c,‘The Batman’ Gives Movie Theaters A New Hope With Big Launch,ENTERTAINMENT,"“The Batman,” starring Robert Pattinson, took in $128.5 million in its box office debut over the weekend.","Lindsey Bahr, AP",6/3/2022
https://www.huffpost.com/entry/moldova-us-support-ukraine-russia_n_62253429e4b03bc49a9cc874,Blinken Vows U.S. Support To Moldova As War Rages In Neighboring Ukraine,POLITICS,The small Western-leaning former Soviet republic is coping with an influx of refugees from Ukraine and warily watching Russia’s intensifying aggression,"Matthew Lee, AP",6/3/2022
https://www.huffpost.com/entry/midwest-severe-weather-iowa_n_62243ac9e4b042f866eee7ef,Official: 6 Dead As Large Tornado Roars Through Central Iowa,ENVIRONMENT,A county official also said 25 to 30 homes were badly damaged by the tornado.,,6/3/2022
https://www.huffpost.com/entry/mariupol-ukraine-despair-resolve_n_6223cc08e4b04a0545d76c6e,Mariupol Diaries: Scenes Of Despair And Resolve In The Besieged Ukrainian City,WORLD NEWS,"Associated Press journalists document what life has become in the southeastern Ukrainian city, which would be a key victory for the Russians.","Mstyslav Chernov and Evgeniy Maloletka, AP",5/3/2022
https://www.huffpost.com/entry/utah-transgender-youth-sports_n_62238033e4b03bc49a9bb218,Utah Gov. Spencer Cox Says He Plans To Veto Trans Sports Ban Bill,POLITICS,"“I just want them to know that it’s gonna be okay. We’re gonna work through this,” Governor Spencer Cox said of trans student athletes.","Sam Metz and Lindsay Whitehurst, AP",5/3/2022
https://www.huffpost.com/entry/vice-president-kamala-harris-travel-poland-romania-russia-war-ukraine_n_6222acc3e4b042f866edfabf,Kamala Harris To Travel To Poland And Romania Amid Russian Invasion Of Ukraine,POLITICS,The vice president is meeting with NATO allies to coordinate their support for Ukraine in the face of Russia’s “unprovoked and unjustified invasion.”,Sarah Ruiz-Grossman,5/3/2022
https://www.huffpost.com/entry/children-dead-ukraine-war_n_62230258e4b042f866ee1a54,"840 Children Wounded So Far In Russian Invasion, Says Ukraine",WORLD NEWS,"The head of Ukraine’s security council called on Russia to create humanitarian corridors to allow children, women and the elderly to escape the fighting.",,5/3/2022
https://www.huffpost.com/entry/zelenskyy-congress-call-no-fly-zone-aid_n_622393a3e4b042f866ee99da,"Zelenskyy Asked For More Lethal Aid, No-Fly Zone In Call With U.S. Congress",POLITICS,Experts have warned that a no-fly zone would amount to a U.S. declaration of war against nuclear-armed Russia.,Sara Boboltz,5/3/2022
https://www.huffpost.com/entry/russia-aeroflot-international-flights_n_62235f1be4b04a0545d70617,Russia's Flagship Airline Aeroflot Halts All International Flights Except To Belarus,WORLD NEWS,Russia's aviation agency recommended all Russian airlines with foreign-leased planes halt both passenger and cargo flights abroad.,,5/3/2022
https://www.huffpost.com/entry/car-into-preschool_n_6221bec1e4b0bd1df769a08e,"SUV Smashes Into California Preschool, Injuring 19 Children And 1 Employee",U.S. NEWS,"None of the injuries were life-threatening, police said.",,4/3/2022
https://www.huffpost.com/entry/new-jersey-draftkings-betting_n_62215deae4b042f866eb4cad,"NJ Fines DraftKings $150,000 For Allowing Proxy Betting",U.S. NEWS,"New Jersey gambling regulators have fined DraftKings $150,000 for allowing a Florida man to make online sports bets from his home.","WAYNE PARRY, AP",4/3/2022
https://www.huffpost.com/entry/bc-oly-paralympics_n_622200c2e4b04a0545d5285e,"As War Rages, Paralympics To Open In Beijing Without Russia",SPORTS,The Winter Paralympics are set to open in Beijing with the Russian athletes sent home and the Ukrainian team escaping a war zone to get to China.,,4/3/2022
https://www.huffpost.com/entry/ukraine-tps-protection-us-war-russia_n_62215ec1e4b0bd1df7692c30,Ukrainians In U.S. To Be Protected From Deportation To War-Torn Homeland,POLITICS,Immigrant rights groups applauded the temporary designation while calling out a racist double standard on which immigrants the U.S. swiftly gives such status to.,Sarah Ruiz-Grossman,4/3/2022
https://www.huffpost.com/entry/february-2022-jobs-report_n_6222140ae4b012a262898f05,"U.S. Added 678,000 Jobs In February As Omicron Eases",BUSINESS,Unemployment fell to 3.8% as the economy continues its pandemic recovery.,"Christopher Rugaber, AP",4/3/2022
https://www.huffpost.com/entry/new-york-times-tech-workers-form-union_n_6220d875e4b0afed0d639ce7,New York Times Tech Workers Vote To Unionize,MEDIA,Strong opposition from the company did not stop an election win for the NewsGuild-CWA.,Dave Jamieson,3/3/2022
https://www.huffpost.com/entry/ben-ray-lujan-stroke-returns_n_6220dafbe4b0d31830fd0a0f,Sen. Ben Ray Luján Returns To Congress After Suffering Stroke,POLITICS,The New Mexico Democrat received a standing ovation at a Senate hearing one month after he suffered a stroke.,Igor Bobic,3/3/2022
https://www.huffpost.com/entry/us-supreme-court-guantanamo-state-secrets_n_6220e233e4b0c3935752c939,Supreme Court Sides With Government In Gitmo State Secrets Case,U.S. NEWS,The Supreme Court has ruled for the U.S. government in a case involving a Guantanamo Bay detainee seeking what the government said is secret information.,"JESSICA GRESKO, AP",3/3/2022
https://www.huffpost.com/entry/purdue-pharma-us-states-agree-to-new-opioid-settlement_n_6220f384e4b0b78cdda51699,"Purdue Pharma, US States Agree To New Opioid Settlement",U.S. NEWS,"States agreed to sign on after the Sacklers kicked in more cash and accepted other terms, including apologizing.","Geoff Mulvihill and John Seewer, AP",3/3/2022
